hotel_review_id,rating_overall
103410330,10
103410329,10
103410324,10
103410323,4
103410320,7
103410311,5
103410308,6
103410307,7
103410305,9
103410303,10
103410300,8
103410295,4
103410293,6
103410286,8
103410283,9
103410282,6
103410277,9
103410274,9
103410273,10
103410272,9
103410270,10
103410267,9
103410265,9
103409769,8
103409765,9
103409764,9
103409760,10
103409757,8
103409754,10
103409752,8
103409751,10
103409749,8
103409748,8
103409746,8
103409742,8
103409739,6
103409701,8
103409700,8
103409697,10
103409694,6
103409693,10
103409692,10
103409690,8
103409687,10
103409685,8
103409684,8
103409682,9
103409681,8
103409679,9
103409676,8
103409670,8
103409201,10
103409200,8
103409199,7
103409198,6
103409196,10
103409193,4
103409192,10
103409190,8
103409189,8
103409188,8
103409185,8
103409184,9
103409181,9
103409180,8
103409179,10
103409177,10
103409175,6
103409171,10
103409170,5
103409168,8
103409162,9
103409156,9
103409149,10
103409147,8
103409146,5
103409144,7
103409141,7
103409138,6
103409137,9
103409133,7
103409131,8
103409129,9
103409128,8
103409125,8
103409124,9
103409123,9
103409119,9
103409116,10
103409115,8
103409113,4
103409112,8
103409109,4
103409107,7
103409104,6
103409101,9
103409098,8
103409097,9
103409096,10
103409093,10
103409091,8
103408938,10
103408937,9
103408936,8
103408934,8
103408931,8
103408922,10
103408919,10
103408918,9
103408917,9
103408916,8
103408914,10
103408907,9
103408906,6
103408904,10
103408900,9
103408899,7
103408895,7
103408894,6
103408888,10
103408887,7
103408884,6
103408883,10
103408879,6
103408875,8
103408874,7
103408873,9
103408871,7
103408867,10
103408863,6
103408860,8
103408859,8
103408858,9
103408857,8
103408855,8
103408850,8
103408849,10
103408843,6
103408842,10
103408840,8
103408839,10
103408837,4
103408836,6
103408835,10
103408830,10
103408829,7
103408827,6
103408825,5
103408824,6
103408823,9
103408822,4
103408819,8
103408814,6
103408806,8
103408802,10
103408801,8
103408799,8
103408794,5
103408792,8
103408791,8
103408786,7
103408783,10
103408780,8
103408779,8
103408778,8
103408774,9
103408772,7
103408771,8
103408767,8
103408758,10
103408755,10
103408754,9
103408753,9
103408749,7
103408747,5
103408741,10
103408739,8
103408737,6
103408736,9
103408735,7
103408730,9
103408723,8
103408719,8
103408710,8
103408709,6
103408706,9
103408704,8
103408703,8
103408702,5
103408701,8
103408700,6
103408699,9
103408696,5
103408694,10
103408693,8
103408692,8
103408687,8
103408685,7
103408683,8
103408676,4
103408672,5
103408671,8
103408670,3
103408667,8
103408663,9
103408661,8
103408660,8
103408657,5
103408655,10
103408652,8
103408649,7
103408644,4
103408643,5
103408637,9
103408632,3
103408630,6
103408628,10
103408626,10
103408624,7
103408623,7
103408618,10
103408614,4
103408613,8
103408609,8
103408607,10
103408606,8
103408605,6
103408604,9
103408602,5
103408601,5
103408600,9
103408597,7
103408596,10
103408595,10
103408594,8
103408593,8
103408588,9
103408582,9
103408580,9
103408577,10
103408574,10
103408573,8
103408572,2
103408571,10
103408570,10
103408569,3
103408567,8
103408565,8
103408564,10
103408562,6
103408559,7
103408557,8
103408556,9
103408555,10
103408554,10
103408553,7
103408551,10
103408540,10
103408539,4
103408538,8
103408537,9
103408528,10
103408524,6
103408522,10
103408520,10
103408518,10
103408517,10
103408515,10
103408513,9
103408510,8
103408507,10
103408505,8
103408503,8
103408502,8
103408497,10
103408496,10
103408495,10
103408492,10
103408491,9
103408490,10
103408487,7
103408483,8
103408475,10
103408474,8
103408467,10
103408466,8
103408461,10
103408460,10
103408458,8
103408452,8
103408450,10
103408448,4
103408445,3
103408439,7
103408431,7
103408429,9
103408428,8
103408426,9
103408424,8
103408422,6
103408420,5
103408418,3
103408410,10
103408408,6
103408407,8
103408406,8
103408405,9
103408403,9
103408402,4
103408400,8
103408399,6
103408397,7
103408396,9
103408389,4
103408386,8
103408380,8
103408379,8
103408378,9
103408377,4
103408376,9
103408374,9
103408372,7
103408371,10
103408370,9
103408368,10
103408366,9
103408359,8
103408355,5
103408354,10
103408353,9
103408346,10
103408329,8
103408328,10
103408326,9
103408325,3
103408322,8
103408320,8
103408317,8
103408316,6
103408312,8
103408310,8
103408309,10
103408307,8
103408304,2
103408300,4
103408292,2
103408290,7
103408287,8
103408285,7
103408283,8
103408281,9
103408280,8
103408278,8
103408277,9
103408276,6
103408274,8
103383177,9
103383176,10
103383175,10
103383174,6
103383171,7
103383166,8
103383165,8
103383164,9
103383163,8
103383162,6
103383161,10
103383156,6
103383155,8
103383153,10
103383151,6
103383148,8
103383147,8
103383145,9
103383142,7
103383141,8
103383140,9
103383139,8
103383138,9
103383137,10
103383136,6
103383134,9
103383133,8
103383132,8
103383129,7
103383128,8
103383126,4
103383125,8
103383123,10
103383122,8
103383121,8
103383119,8
103383118,8
103383116,10
103383115,10
103383114,9
103383113,10
103383112,5
103383107,4
103383105,10
103383099,8
103383097,9
103383095,10
103383094,10
103383092,10
103383091,8
103383087,7
103383085,5
103383083,10
103383081,6
103383080,8
103383078,8
103383075,10
103383074,9
103383072,10
103383070,10
103383069,10
103383068,10
103383067,10
103383065,9
103383059,9
103383056,9
103383054,4
103383051,3
103383046,10
103383045,3
103383043,10
103383041,10
103383040,10
103383039,5
103383038,6
103383037,9
103383034,8
103383033,10
103383027,10
103383026,7
103383025,9
103383019,4
103383017,8
103383016,4
103383009,10
103383008,7
103383007,10
103383003,8
103382998,10
103382995,9
103382994,10
103382992,8
103382991,5
103382988,10
103382987,7
103382986,10
103382982,8
103382981,2
103382980,7
103382974,8
103382972,5
103382971,5
103382970,8
103382963,8
103382957,6
103382956,7
103382950,9
103382948,6
103382946,10
103382944,3
103382943,8
103382941,8
103382940,8
103382937,8
103382935,10
103382934,6
103382933,7
103382932,10
103382927,9
103382926,9
103382924,10
103382918,7
103382917,7
103382914,8
103382911,8
103382910,7
103382909,9
103382908,10
103382905,9
103382904,10
103382903,10
103382898,8
103382897,8
103382896,10
103382895,10
103382894,10
103382892,10
103382888,8
103382887,9
103382882,9
103382881,7
103382880,8
103382878,10
103382876,9
103382875,9
103382872,10
103382868,8
103382867,10
103382865,10
103382864,8
103382858,10
103382855,6
103382853,4
103382852,8
103382851,4
103382848,7
103382846,6
103382845,9
103382839,8
103382838,8
103382837,9
103382834,8
103382833,9
103382831,7
103382830,9
103382829,5
103382826,8
103382825,8
103382815,8
103382814,7
103382812,8
103382811,6
103382810,8
103382799,10
103382798,8
103382797,9
103382794,10
103382793,8
103382785,10
103382784,7
103382783,8
103382780,7
103382779,8
103382778,9
103382777,6
103382776,10
103382774,8
103382770,8
103382769,8
103382768,5
103382767,7
103382763,9
103382762,9
103382761,8
103382759,10
103382751,9
103382749,9
103382745,6
103382741,7
103382740,10
103382738,10
103382736,3
103382734,9
103382731,6
103382729,10
103382728,10
103382726,8
103382725,8
103382724,8
103382723,9
103382719,7
103382718,8
103382714,6
103382705,3
103382704,7
103382703,8
103382698,6
103382697,5
103382696,10
103382695,8
103382694,10
103382689,9
103382687,10
103382686,7
103382685,7
103382684,9
103382682,10
103382674,6
103382673,7
103382672,8
103382669,8
103382668,10
103382667,8
103382665,9
103382664,2
103382657,7
103382654,6
103382652,7
103382650,7
103382649,6
103382647,8
103382646,9
103382643,10
103382640,10
103382636,6
103382634,8
103382633,9
103382629,10
103382628,10
103382623,8
103382621,8
103382617,9
103382615,8
103382613,10
103382612,10
103382611,9
103382609,5
103382607,7
103382605,10
103382604,10
103382602,6
103382601,8
103382600,6
103382590,9
103382589,9
103382588,10
103382582,7
103382577,8
103382576,8
103382571,8
103382570,8
103382569,9
103382567,9
103382566,7
103382559,9
103382554,8
103382550,7
103382547,9
103382546,6
103382543,10
103382542,8
103382536,9
103382535,7
103382533,10
103382532,8
103382527,9
103382524,8
103382523,10
103382522,8
103382521,7
103382520,6
103382519,10
103382516,9
103382513,10
103382512,10
103382511,4
103382505,10
103382504,10
103382501,10
103382500,6
103382497,9
103382496,5
103382495,8
103382494,8
103382491,10
103382484,9
103382481,6
103382479,10
103382475,2
103382474,7
103382473,8
103382471,8
103382468,8
103382467,9
103382461,5
103382458,6
103382456,10
103382454,10
103382453,9
103382452,9
103382449,6
103382448,8
103382444,8
103382441,5
103382437,9
103382436,8
103382434,9
103382432,8
103382430,6
103382427,6
103382425,9
103382424,8
103382422,10
103382421,8
103382420,8
103382416,7
103382415,10
103382413,10
103382410,9
103382407,9
103382405,7
103382404,6
103382401,8
103382397,8
103382396,8
103382395,9
103382392,8
103382391,10
103382390,6
103382389,6
103382388,9
103382387,8
103382385,10
103382384,10
103382380,9
103382376,9
103382375,7
103382374,9
103382371,9
103382368,9
103382366,9
103382361,8
103382360,8
103382357,5
103382356,8
103382355,8
103382216,9
103382215,6
103382207,8
103382205,2
103382204,8
103382203,9
103382193,10
103382190,6
103382189,6
103382187,10
103382182,7
103382180,6
103382179,10
103382177,10
103382176,8
103382175,7
103382171,6
103382170,8
103382164,10
103382157,8
103382156,6
103382155,9
103382154,10
103382152,8
103382151,10
103382139,6
103382138,7
103382137,7
103382133,5
103382131,9
103382121,8
103382118,8
103382111,10
103382110,8
103382109,8
103382106,2
103382105,9
103382104,4
103382097,9
103382095,10
103382092,8
103382091,10
103382087,10
103382083,8
103382080,8
103382079,10
103382078,9
103382075,10
103382073,10
103382072,4
103382071,10
103382070,10
103382064,8
103382063,8
103382058,8
103382053,8
103382044,6
103382043,10
103382040,5
103382039,9
103382036,9
103382034,8
103382032,10
103382031,8
103382030,7
103382029,6
103382028,10
103382027,10
103382023,10
103382020,9
103382018,8
103382016,10
103382011,10
103382010,10
103382009,8
103382008,8
103382007,8
103382005,6
103382000,8
103381999,8
103381998,8
103381995,9
103381992,10
103381990,8
103381984,9
103381981,8
103381980,8
103381979,8
103381975,10
103381972,8
103381970,8
103381969,7
103381966,8
103381964,8
103381963,10
103381962,6
103381957,8
103381956,6
103381953,9
103381951,10
103381946,5
103381944,8
103381943,9
103381942,10
103381940,7
103381939,8
103381937,6
103381933,7
103381932,4
103381929,10
103381927,9
103381923,8
103381921,5
103381920,9
103381919,8
103381917,6
103381916,4
103381914,8
103381909,7
103381905,10
103381904,5
103381900,8
103381898,8
103381892,10
103381891,7
103381890,8
103381889,10
103381888,10
103381885,7
103381884,6
103381883,8
103381880,8
103381879,8
103381877,8
103381876,7
103381874,8
103381873,6
103381871,7
103381870,10
103381866,10
103381863,8
103381862,7
103381860,8
103381854,9
103381852,4
103381851,8
103381847,10
103381846,4
103381844,9
103381840,8
103381839,9
103381836,10
103381835,7
103381830,10
103381829,9
103381826,7
103381825,8
103381821,5
103381820,10
103381819,10
103381818,5
103381817,8
103381814,7
103381810,9
103381809,10
103381808,2
103381807,8
103381805,8
103381802,10
103381801,8
103381800,8
103381798,8
103381795,10
103381794,8
103381789,10
103381788,10
103381787,7
103381785,8
103381781,10
103381780,8
103381777,2
103381775,2
103381774,4
103381772,8
103381771,7
103381770,8
103381763,8
103381759,2
103381756,8
103381754,5
103381753,9
103381750,9
103381749,9
103381748,9
103381747,8
103381743,3
103381742,9
103381740,4
103381737,10
103381736,6
103381729,8
103381728,4
103381727,4
103381726,10
103381721,4
103381720,5
103381713,8
103381711,10
103381710,9
103381709,8
103381707,10
103381706,6
103381705,8
103381704,7
103381701,8
103381699,9
103381698,8
103381697,8
103381696,9
103381693,10
103381689,8
103381683,9
103381682,6
103381681,8
103381679,9
103381678,5
103381674,6
103381673,9
103381671,9
103381670,10
103381668,10
103381667,7
103381666,10
103381664,9
103381662,8
103381660,9
103381659,9
103381658,5
103381657,3
103381656,9
103381649,10
103381648,8
103381642,7
103381641,8
103381640,7
103381637,8
103381636,9
103381633,8
103381632,6
103381631,8
103381629,8
103381627,2
103381623,10
103381622,9
103381621,6
103381620,8
103381619,10
103381616,8
103381613,8
103381611,10
103381610,8
103381609,9
103381608,9
103381607,6
103381606,10
103381603,10
103381598,9
103381593,8
103381586,6
103381584,9
103381578,6
103381576,8
103381573,9
103381572,8
103381571,6
103381568,9
103381566,10
103381563,9
103381561,5
103381560,8
103381559,8
103381558,6
103381555,9
103381554,9
103381553,6
103381552,6
103381548,6
103381547,10
103381545,5
103381541,10
103381540,8
103381536,8
103381535,9
103381534,8
103381533,10
103381532,8
103381529,10
103381528,7
103381527,8
103381522,8
103381521,8
103381519,8
103381516,9
103381514,10
103381513,10
103381512,8
103381509,8
103381508,8
103381506,9
103381501,8
103381499,9
103381497,10
103381495,10
103381494,6
103381492,7
103381489,6
103381486,7
103381485,6
103381484,3
103381481,8
103381480,7
103381475,5
103381474,8
103381473,10
103381471,7
103381469,5
103381467,8
103381465,8
103381462,8
103381458,10
103381457,9
103381456,10
103381452,7
103381450,8
103381448,8
103381447,3
103381446,9
103381443,10
103381440,10
103381437,8
103381433,5
103381432,8
103381429,5
103381428,10
103381425,10
103381421,10
103381420,8
103381414,10
103381411,8
103381409,6
103381403,8
103381399,8
103381397,10
103381396,10
103381395,9
103381394,8
103381392,7
103381391,6
103381390,10
103381388,8
103381386,9
103381383,6
103381381,10
103381380,5
103381378,10
103381376,8
103381374,3
103381371,7
103381369,9
103381365,5
103381362,10
103381360,8
103381357,8
103381354,8
103381353,8
103381352,6
103381351,9
103381349,9
103381347,10
103381346,7
103381345,10
103509843,8
103509842,10
103509839,10
103509838,9
103509833,6
103509831,9
103509830,8
103509827,10
103509824,9
103509821,8
103509820,7
103509817,7
103509815,8
103509814,6
103509812,6
103509810,8
103509809,8
103509808,8
103509806,6
103509805,8
103509801,8
103509800,9
103509797,9
103509796,9
103509795,9
103509793,6
103509792,8
103509788,9
103509786,9
103509784,9
103509783,5
103509778,8
103509777,8
103509776,6
103509775,8
103509774,9
103509770,10
103509764,9
103509762,8
103509761,8
103509760,10
103509753,10
103509748,5
103509743,9
103509740,8
103509738,8
103509733,8
103509731,10
103509730,9
103509729,8
103509724,8
103509723,9
103509722,7
103509721,9
103509718,8
103509717,9
103509716,8
103509715,8
103509712,10
103509710,5
103509707,10
103509705,9
103509701,5
103509699,10
103509698,10
103509697,7
103509696,10
103509695,6
103509694,8
103509689,6
103509687,4
103509686,8
103509685,10
103509684,4
103509683,3
103509682,10
103509681,4
103509680,8
103509679,8
103509678,6
103509677,10
103509676,8
103509671,10
103509670,7
103509667,8
103509664,8
103509661,5
103509657,8
103509655,7
103509652,8
103509651,9
103509649,10
103509642,10
103509639,8
103509636,8
103509635,8
103509633,7
103509627,6
103509626,10
103509620,6
103509618,8
103509614,7
103509613,10
103509607,6
103509606,2
103509603,9
103509598,7
103509596,9
103509594,10
103509593,9
103509592,10
103509591,10
103509588,9
103509587,8
103509582,7
103509575,6
103509571,7
103509569,9
103509568,9
103509567,8
103509565,9
103509561,8
103509557,6
103509551,8
103509550,6
103509549,7
103509548,8
103509542,8
103497305,8
103497303,6
103497302,9
103497301,7
103497298,8
103497296,10
103497293,8
103497292,8
103497287,8
103497276,7
103497269,8
103497261,6
103497259,8
103497257,7
103497254,4
103497253,9
103497250,6
103497246,10
103497245,8
103497243,6
103497242,10
103497239,10
103497238,8
103497237,9
103497235,9
103497233,8
103497232,8
103497230,10
103497229,6
103497227,8
103497226,8
103497224,6
103497223,8
103497221,7
103497219,10
103496760,8
103496758,9
103496755,6
103496752,2
103496750,8
103496745,6
103496744,8
103496743,8
103496742,8
103496740,8
103496738,7
103496736,8
103496735,7
103496726,10
103496724,8
103496723,10
103496719,10
103496718,9
103496716,8
103496669,8
103496668,10
103496667,8
103496661,5
103496660,10
103496659,8
103496657,10
103496654,8
103496650,6
103496648,7
103496645,9
103496644,10
103496641,8
103496639,9
103496636,10
103496635,10
103496633,10
103496133,10
103496131,10
103496129,10
103496128,8
103496127,10
103496125,9
103496124,10
103496120,9
103496119,8
103496116,9
103496115,7
103496114,10
103496113,8
103496110,8
103496107,10
103496102,9
103496094,8
103496092,10
103496082,8
103496075,9
103496074,8
103496070,8
103496067,9
103496064,10
103496061,9
103496056,9
103496055,9
103496054,8
103496053,8
103496049,7
103496048,9
103496045,8
103496044,6
103496043,8
103496042,10
103495569,7
103495568,9
103495564,10
103495562,10
103495559,8
103495556,9
103495551,8
103495550,10
103495545,9
103495542,9
103495539,8
103495537,10
103495533,4
103495525,3
103495490,4
103495489,8
103495486,6
103495478,9
103495477,9
103495474,8
103495473,9
103495472,7
103495467,6
103495463,9
103495461,8
103495460,8
103495459,4
103495458,10
103495455,10
103495442,8
103495440,7
103495437,9
103495435,6
103495433,10
103495432,6
103495431,8
103495428,8
103495427,6
103495423,8
103495421,8
103495419,5
103495413,5
103495411,9
103495409,10
103495407,4
103495406,8
103494904,9
103494903,5
103494901,8
103494892,3
103494891,9
103494888,10
103494882,7
103494879,9
103494873,10
103494869,10
103494366,10
103494365,9
103494360,9
103494356,9
103494344,6
103483341,8
103483340,10
103483338,10
103483336,8
103483334,8
103483332,8
103483329,7
103483328,9
103483325,10
103483324,8
103483321,6
103483320,7
103483318,6
103483316,8
103483315,10
103483312,6
103483306,10
103483302,8
103483301,7
103483298,6
103483289,9
103483288,8
103483287,6
103483284,9
103483278,10
103483275,6
103483274,9
103483271,10
103483270,7
103483258,9
103483257,9
103483256,10
103483254,7
103483250,8
103483248,7
103483246,10
103483241,8
103483240,10
103483235,7
103483234,2
103483229,4
103483227,4
103483226,7
103483224,9
103483212,10
103483211,10
103483209,7
103483207,10
103483205,10
103483198,8
103483197,6
103483196,8
103483194,6
103483190,9
103483189,8
103483187,6
103483185,10
103483183,5
103483182,10
103483180,4
103483179,7
103483177,6
103483175,8
103483171,2
103483166,10
103483164,10
103483163,6
103483157,5
103483156,8
103483154,9
103483153,10
103483149,9
103483147,10
103483145,8
103483138,4
103483131,8
103483128,6
103483127,10
103483126,8
103483125,10
103483116,10
103483115,6
103483112,8
103483108,7
103483106,6
103483103,8
103483102,6
103483101,8
103483099,8
103483097,8
103483094,4
103483093,8
103483091,6
103483083,9
103483082,10
103483075,10
103483072,10
103483069,7
103483067,8
103483065,9
103483060,9
103483058,8
103483054,6
103483052,7
103483046,8
103483044,9
103483043,8
103483040,7
103483036,9
103483035,8
103483032,8
103483029,8
103483028,9
103483026,5
103483024,9
103483021,8
103483020,6
103483019,10
103483013,10
103483006,9
103483001,9
103482998,10
103482994,10
103482992,9
103482989,8
103482985,7
103482982,7
103482979,9
103482978,9
103482974,10
103482971,8
103482965,4
103482960,8
103482951,9
103482945,7
103482941,10
103482940,8
103482938,9
103482929,8
103482926,6
103482922,9
103482918,10
103482917,6
103482914,5
103482910,5
103482902,10
103482899,10
103482891,7
103482890,10
103482889,10
103482888,8
103482887,6
103482886,8
103482877,7
103482874,4
103482872,8
103482864,7
103482863,8
103482852,8
103482846,8
103482845,9
103482843,7
103482841,10
103482840,10
103482836,8
103482832,6
103482830,8
103482827,10
103482826,10
103482825,8
103482824,9
103482823,10
103482822,7
103482821,9
103482816,9
103482814,9
103482811,8
103482810,10
103482809,8
103482806,8
103482805,3
103482804,7
103482801,10
103482800,6
103482798,9
103482795,8
103482794,5
103482791,7
103482790,4
103482784,7
103482783,10
103482782,7
103482781,9
103482779,10
103482777,8
103482775,7
103482774,10
103482771,6
103482768,9
103482763,6
103482759,8
103482757,8
103482756,9
103482755,4
103482752,10
103482749,10
103482747,10
103482746,8
103482744,8
103482743,10
103482741,9
103482740,10
103482734,7
103482733,10
103482729,10
103482727,8
103482722,7
103482717,8
103482715,5
103482714,10
103482709,7
103482708,5
103482707,8
103482705,8
103482704,9
103482703,8
103482702,10
103482701,10
103482698,8
103482695,10
103482693,9
103482690,8
103482689,8
103482687,7
103482686,9
103482684,8
103482681,8
103482677,8
103482676,10
103482674,10
103482673,3
103482672,9
103482671,10
103482666,10
103482665,8
103482661,8
103482660,8
103482658,7
103482656,8
103482654,7
103482652,7
103482651,7
103482650,6
103482645,7
103482643,9
103482642,9
103482641,8
103482638,9
103482635,9
103482634,10
103482632,8
103482631,10
103482630,5
103482629,10
103482628,4
103482624,8
103482623,8
103482622,8
103482621,8
103482620,10
103482618,8
103482617,9
103482616,6
103482615,8
103482604,7
103482603,8
103482602,8
103482601,6
103482600,9
103482599,6
103482598,5
103482597,5
103482596,7
103482592,8
103482591,6
103482590,8
103482589,7
103482588,7
103482587,8
103482586,6
103482584,5
103482583,2
103482582,8
103482581,8
103482580,8
103482579,9
103482578,6
103482577,10
103482575,3
103482574,9
103482573,2
103482572,8
103482571,9
103482565,5
103482564,10
103482561,10
103482558,8
103482556,7
103482555,10
103482553,9
103482550,8
103482549,8
103482548,4
103482544,8
103482542,5
103482540,9
103482539,8
103482538,8
103482535,7
103482534,10
103482531,9
103482530,2
103482529,7
103482524,7
103482523,10
103482521,10
103482520,5
103482519,7
103358000,10
103357999,9
103357997,9
103357995,6
103357993,10
103357990,6
103357988,5
103357982,8
103357981,8
103357977,10
103357976,10
103357974,6
103357972,8
103357970,10
103357969,10
103357968,4
103357967,8
103357966,9
103357964,8
103357960,10
103357957,3
103357954,10
103357951,6
103357946,6
103357945,10
103357943,7
103357942,2
103357937,9
103357936,8
103357933,5
103357932,6
103357931,8
103357929,10
103357926,5
103357925,8
103357923,4
103357921,5
103357918,6
103357916,7
103357913,8
103357910,8
103357909,2
103357908,3
103357907,10
103357906,6
103357901,6
103357892,9
103357890,6
103357888,8
103357885,6
103357884,8
103357883,10
103357882,10
103357879,10
103357876,8
103357873,3
103357872,8
103357871,4
103357867,7
103357866,6
103357865,8
103357862,7
103357861,5
103357857,8
103357855,6
103357854,6
103357853,10
103357852,5
103357847,8
103357845,10
103357842,9
103357841,10
103357839,10
103357837,10
103357832,8
103357831,4
103357823,7
103357822,9
103357821,6
103357814,8
103357807,10
103357806,8
103357803,9
103357798,8
103357793,8
103357792,8
103357789,9
103357787,8
103357785,10
103357783,4
103357782,7
103357778,10
103357776,10
103357774,3
103357767,7
103357763,8
103357761,8
103357760,9
103357755,6
103357753,8
103357752,9
103357751,6
103357748,8
103357747,5
103357746,9
103357745,6
103357744,10
103357743,7
103357742,10
103357741,6
103357740,6
103357739,5
103357738,5
103357735,10
103357734,7
103357729,9
103357728,9
103357724,10
103357721,9
103357717,10
103357714,6
103357713,8
103357709,6
103357706,9
103357704,10
103357701,5
103357699,8
103357695,8
103357692,10
103357680,6
103357678,7
103357676,10
103357675,8
103357674,8
103357673,8
103357672,10
103357666,6
103357664,4
103357661,8
103357658,9
103357657,9
103357656,7
103357655,8
103357654,6
103357649,4
103357648,6
103357643,8
103357641,10
103357635,9
103357634,9
103357633,5
103357632,8
103357631,10
103357628,8
103357626,10
103357622,9
103357619,9
103357617,8
103357614,9
103357610,8
103357607,10
103357603,6
103357601,8
103357599,3
103357598,10
103357596,10
103357592,6
103357591,6
103357590,6
103357589,8
103357583,10
103357581,3
103357580,7
103357579,10
103357577,8
103357575,9
103357570,10
103357569,10
103357568,10
103357567,8
103357565,8
103357564,9
103357563,7
103357561,7
103357558,8
103357554,9
103357550,10
103357548,8
103357547,6
103357546,10
103357545,8
103357542,7
103357541,10
103357539,7
103357537,10
103357534,9
103357533,7
103357531,4
103357529,10
103357528,8
103357525,8
103357524,9
103357522,10
103357521,10
103357520,10
103357519,10
103357516,8
103357512,4
103357510,8
103357508,8
103357506,10
103357503,7
103357499,9
103357497,9
103357496,10
103357490,7
103357489,10
103357487,8
103357486,9
103357485,8
103357481,6
103357480,7
103357478,8
103357477,6
103357476,2
103357473,9
103357471,10
103357469,7
103357468,9
103357467,6
103357461,8
103357460,10
103357456,9
103357453,10
103357450,7
103357449,6
103357447,8
103357443,8
103357442,10
103357441,6
103357438,4
103357437,10
103357434,10
103357430,8
103357428,5
103357427,8
103357426,8
103357423,10
103357422,8
103357419,8
103357418,6
103357417,10
103357416,9
103357414,9
103357411,3
103357410,10
103357407,7
103357402,10
103357401,9
103357400,8
103357399,4
103357398,8
103357396,8
103357394,8
103357392,8
103357391,8
103357390,9
103357389,9
103357386,9
103357384,10
103357381,9
103357379,9
103357378,8
103357377,8
103357375,8
103357374,7
103357372,6
103357367,8
103357366,8
103357362,10
103357358,8
103357356,8
103357354,10
103357352,9
103357349,9
103357348,2
103357347,10
103357345,8
103357342,8
103357340,10
103357338,6
103357337,6
103357336,10
103357334,8
103357333,8
103357331,7
103357329,8
103357328,10
103357325,9
103357323,9
103357318,9
103357317,6
103357316,8
103357315,8
103357314,7
103357313,10
103357312,8
103357310,8
103357309,8
103357306,7
103357304,3
103357303,2
103357302,9
103357301,9
103357298,8
103357297,9
103357296,10
103357293,7
103357291,10
103357289,8
103357286,6
103357285,7
103357282,6
103357280,8
103357275,9
103357274,10
103357270,5
103357267,2
103357265,10
103357263,10
103357260,2
103357257,10
103357256,10
103357254,2
103357253,5
103357252,8
103357250,8
103357249,6
103357246,10
103357244,9
103357241,9
103357236,9
103357235,3
103357234,6
103357232,10
103357229,9
103357228,10
103357225,9
103357223,10
103357222,6
103357221,9
103357217,8
103357215,7
103357213,10
103357209,8
103357208,8
103357207,10
103357203,8
103357200,9
103357197,8
103357193,8
103357192,2
103357187,9
103357184,10
103357183,9
103357181,8
103357178,9
103357177,8
103357172,8
103357169,2
103357168,9
103357165,9
103357164,8
103357162,8
103357158,8
103357157,8
103357155,9
103357154,9
103357151,8
103357150,3
103357147,10
103357145,10
103357143,6
103357142,7
103357135,9
103357134,7
103357130,5
103357127,8
103357126,10
103357125,5
103357124,8
103357122,9
103357121,7
103357119,6
103357118,8
103357116,8
103357114,6
103357113,10
103357112,8
103357111,10
